idx,token_len,time_spent,token_per_sec
0,81,1.050337314605713,77.11808280410057
1,972,11.056834697723389,87.90942675485016
2,581,6.479509115219116,89.66728646701695
3,373,4.219107627868652,88.40732043340329
4,279,3.172410488128662,87.94574379451639
5,940,10.640662431716919,88.34036471245585
6,288,3.280477523803711,87.79209670245332
7,303,3.35766863822937,90.24118596758963
8,273,3.027405261993408,90.17623224326496
9,452,5.292465925216675,85.40442326636142
10,674,7.628974199295044,88.34739538931473
11,483,5.648212194442749,85.51378442814553
12,160,1.8566408157348633,86.17714241980164
13,575,6.470623731613159,88.8631488786398
14,302,3.392789602279663,89.01229825659745
15,397,4.590019941329956,86.49199896176691
16,928,10.638455152511597,87.23071035186078
17,141,1.6690316200256348,84.48012506667452
18,387,4.429649114608765,87.36583643243729
19,356,4.1306421756744385,86.18514624590387
20,129,1.4576592445373535,88.49804951564198
21,959,11.0906982421875,86.46885696989709
22,91,1.0547888278961182,86.27319288308031
23,465,5.530657529830933,84.07680234979486
24,241,2.754384994506836,87.49684611288347
25,383,4.420092344284058,86.64977339111141
26,954,11.03635025024414,86.44162049667607
27,215,2.4552438259124756,87.5676776908691
28,372,4.270055055618286,87.11831467150391
29,110,1.393181324005127,78.95598232954434
30,269,3.1428627967834473,85.59075511514762
31,517,5.865715503692627,88.13929002771009
32,193,2.302638292312622,83.81689848741428
33,124,1.4190881252288818,87.38005610469068
34,432,4.998663663864136,86.42309806178265
35,551,6.295551300048828,87.52212057992864
36,107,1.2406015396118164,86.24848235597084
37,301,3.4912607669830322,86.21527296000542
38,316,3.625091552734375,87.17021222861088
39,432,4.864264726638794,88.81095587462238
40,26,0.31059694290161133,83.70977433681983
41,113,1.303563117980957,86.68548414826412
42,267,3.0900096893310547,86.40749604180105
43,417,4.779331207275391,87.25070138792998
44,967,11.170472145080566,86.56751365929175
45,144,1.6178295612335205,89.0081399490603
46,292,3.270273447036743,89.28916946213985
47,967,11.182156801223755,86.47705600892427
48,271,3.0437018871307373,89.0363150037235
49,220,2.5100455284118652,87.64781256346237
50,102,1.1711714267730713,87.09228868487733
51,408,4.760827541351318,85.69938659953912
52,459,5.200295925140381,88.264207769601
53,159,1.7868232727050781,88.9847375668492
54,244,2.7814812660217285,87.72304274728626
55,20,0.2607135772705078,76.71253721952755
56,947,10.952032089233398,86.46797163158115
57,107,1.2077131271362305,88.59719878488194
58,120,1.3666975498199463,87.80289392909883
59,325,3.8116140365600586,85.2657160149691
60,328,3.687337636947632,88.95306920456504
61,406,4.580775499343872,88.63128089515705
62,238,2.7250146865844727,87.33897882154487
63,270,3.1366803646087646,86.07826383791479
64,122,1.3738446235656738,88.80189062672999
65,28,0.3295307159423828,84.96931741226724
66,556,6.292275428771973,88.36231126464077
67,32,0.3770720958709717,84.86440749768424
68,67,0.763751745223999,87.7248404589239
69,142,1.6480019092559814,86.16494871908755
70,214,2.5129241943359375,85.1597515286574
71,266,2.9799680709838867,89.26270136584907
72,359,4.062981605529785,88.358755922349
73,359,4.085687637329102,87.86770596948662
74,851,9.815914392471313,86.6959476187676
75,942,11.096036434173584,84.89517906581736
76,79,0.8969681262969971,88.07447855046985
77,419,4.722669363021851,88.721010892852
78,591,6.870700359344482,86.01743186139846
79,110,1.238999366760254,88.78132059714359
80,245,2.7414917945861816,89.36740226026534
81,66,0.7512428760528564,87.85441047610857
82,443,5.003119707107544,88.54475326078332
83,128,1.4977264404296875,85.46286995058836
84,119,1.396881103515625,85.18978437069889
85,584,6.656444311141968,87.73452803059807
86,517,5.9128618240356445,87.43650966075465
87,115,1.3807344436645508,83.28900646150552
88,105,1.2218832969665527,85.93292032117387
89,359,4.095581769943237,87.65543460385496
90,49,0.5873241424560547,83.4292283560714
91,231,2.6972365379333496,85.64321176554822
92,75,0.8532686233520508,87.89729042814655
