idx,token_len,time_spent,token_per_sec
58,94,0.6633162498474121,141.71219236921087
59,221,1.5624470710754395,141.44479137324294
60,389,2.856416940689087,136.1846005247949
61,455,3.150239944458008,144.43344253838472
62,505,3.4946846961975098,144.505168248649
63,197,1.3569135665893555,145.18242344290627
64,144,0.9933569431304932,144.96299743594113
65,32,0.23867201805114746,134.07520605596252
66,263,1.8492226600646973,142.22192150230228
67,31,0.26561713218688965,116.70933928383894
68,141,1.0434238910675049,135.1320409730564
69,128,0.9581139087677002,133.59580612354338
70,978,6.892624616622925,141.89079696018263
71,155,1.0656208992004395,145.4551052032671
72,263,1.8235142230987549,144.2270077570746
73,344,2.472200870513916,139.147269181444
74,786,5.6412575244903564,139.33063622565413
75,482,3.350045680999756,143.8786350686885
76,58,0.41929173469543457,138.32850781599615
77,338,2.3115949630737305,146.21938765196174
78,331,2.399012565612793,137.97343321353168
79,109,0.8004970550537109,136.16539787605643
80,314,2.213378429412842,141.86457942634644
81,969,6.7562878131866455,143.42195400686535
82,483,3.402801990509033,141.94184714454892
83,220,1.6248152256011963,135.40001135735173
84,111,0.837261438369751,132.57507740489086
85,956,6.714614629745483,142.376004091874
86,975,6.9903175830841064,139.47864147966695
87,125,0.8871827125549316,140.8954415263816
88,142,0.980964183807373,144.7555398494384
89,386,2.643789529800415,146.0025450774593
90,92,0.6434435844421387,142.98067806482737
91,178,1.224419116973877,145.37505788044442
92,121,0.8365976810455322,144.6334393956018
93,809,5.903440475463867,137.03873247513894
94,978,6.88721227645874,142.0023023455968
95,628,4.3883655071258545,143.10567316697978
96,433,3.1684296131134033,136.66076033626007
97,94,0.6579878330230713,142.85978445547343
98,619,4.286726951599121,144.3992134299779
99,794,5.561547040939331,142.76603149362114
100,524,3.8133351802825928,137.41252085822893
101,274,1.8702542781829834,146.50414288382245
102,826,5.866757392883301,140.79327722022109
103,449,3.176466464996338,141.35203533480956
104,292,2.1372225284576416,136.6259227160244
105,167,1.1635725498199463,143.5234958282936
106,361,2.66698956489563,135.3586098542262
107,37,0.2691829204559326,137.45300012842827
108,759,5.290656089782715,143.46046825190103
109,597,4.33128023147583,137.83453577109685
110,145,1.024078369140625,141.59072622701672
111,364,2.5011138916015625,145.5351558448689
112,176,1.241929531097412,141.71496497428504
113,306,2.0869956016540527,146.62225438207875
114,742,5.305482387542725,139.8553318624177
115,31,0.2901430130004883,106.84386185769647
116,380,2.715409994125366,139.9420348389776
117,30,0.2286527156829834,131.203340010156
118,324,2.2148919105529785,146.2825334528893
119,117,0.8113512992858887,144.2038733443548
120,181,1.2449572086334229,145.38652312289665
121,974,6.934447288513184,140.45820228721294
122,308,2.2007815837860107,139.95028051359225
123,291,2.002472400665283,145.3203549288973
124,499,3.4414725303649902,144.99607234902956
125,371,2.548091173171997,145.59918573798905
126,415,2.9718527793884277,139.64352570836368
127,182,1.4015922546386719,129.8523157485051
128,99,0.7223742008209229,137.04808378745267
129,139,0.9559969902038574,145.39794729935244
130,86,0.6019668579101562,142.86500804806022
131,333,2.287431240081787,145.57814642248812
132,418,2.8737173080444336,145.456200173165
133,969,6.971242666244507,138.9996083039829
134,189,1.292280673980713,146.2530577183427
135,211,1.4492154121398926,145.59602267025312
136,119,0.8224062919616699,144.69733653928108
137,530,3.6633191108703613,144.67754076550494
138,356,2.4508564472198486,145.25534549517653
139,909,6.6229634284973145,137.249738702882
140,485,3.3493618965148926,144.8037014168748
141,75,0.5296914577484131,141.59186240005906
142,138,0.9757213592529297,141.43382092779132
143,124,1.034285545349121,119.88952234476412
144,21,0.16855740547180176,124.58663528439943
145,75,0.5222203731536865,143.61752979317015
146,365,2.621565103530884,139.22980570209594
147,277,2.0095677375793457,137.84058870972143
148,442,3.036294937133789,145.57215591751455
149,369,2.520364284515381,146.40740716215626
150,412,2.8254308700561523,145.81846767739603
151,292,2.047968626022339,142.5803092341
152,150,1.1035690307617188,135.92262542603717
153,65,0.49322962760925293,131.78445973544476
154,84,0.650968074798584,129.0385861487761
155,410,2.9112799167633057,140.83152830450896
156,936,6.57805871963501,142.29121993181826
157,355,2.5041253566741943,141.76606576576756
158,416,3.0390663146972656,136.88414694611214
159,296,2.0435426235198975,144.84650165512826
160,183,1.2601971626281738,145.21537218695903
161,275,1.899165391921997,144.80044822304495
162,199,1.3622055053710938,146.08662144981434
163,977,7.029574632644653,138.98422750402395
164,352,2.4358129501342773,144.51027529868233
165,139,1.065582275390625,130.4451126958215
166,137,0.942739725112915,145.3211277201574
167,968,6.871629953384399,140.86905240338834
168,275,2.009193181991577,136.87086063442197
169,422,2.919058084487915,144.5671815311036
170,27,0.2046976089477539,131.901882678519
171,368,2.5284411907196045,145.54421963647323
172,511,3.5335001945495605,144.61581204614612
173,292,2.066394805908203,141.30891113601245
174,294,2.14432692527771,137.10595923330317
175,401,2.8163368701934814,142.38353523825842
176,144,0.994774580001831,144.75641305564417
177,447,3.083204984664917,144.97900795544413
178,344,2.358046293258667,145.88348031310883
179,515,3.681382656097412,139.89309129465641
180,218,1.6089470386505127,135.49234049546166
181,198,1.3530020713806152,146.34123937294424
182,969,6.764048337936401,143.25740319821927
183,270,2.008450746536255,134.4319747276044
184,418,3.037051200866699,137.63350446008718
185,307,2.139512300491333,143.49064500797604
186,92,0.6438808441162109,142.8835798435329
187,475,3.2757301330566406,145.00584013517903
188,31,0.23914766311645508,129.62702455889888
189,446,3.1028366088867188,143.73944110451322
190,94,0.6570138931274414,143.07155599488482
191,341,2.465858221054077,138.28856707513103
192,599,4.318141460418701,138.71708592472072
193,437,3.0163955688476562,144.87489787917494
194,134,0.9213993549346924,145.43096788850883
195,977,7.029139041900635,138.99284025769185
196,216,1.512580394744873,142.80232690470163
197,261,1.7838914394378662,146.30935169588875
198,862,6.119150400161743,140.86922916246925
199,143,0.9945151805877686,143.78865480513383
200,146,1.0840463638305664,134.68058643183588
201,259,1.8849513530731201,137.4040765443314
202,333,2.3357532024383545,142.56643195538487
203,981,6.864506006240845,142.9090453279707
204,66,0.4746551513671875,139.04831709904522
205,979,7.0622076988220215,138.62520641573562
206,278,1.9149839878082275,145.170926634317
207,192,1.3165295124053955,145.83797643032094
208,169,1.176769733428955,143.61348290931636
209,119,0.8217144012451172,144.8191729628727
210,16,0.134568452835083,118.89859519755643
211,240,1.6356525421142578,146.73042948948927
212,323,2.292416572570801,140.89934781695277
213,36,0.2929255962371826,122.89810266648978
214,80,0.6028749942779541,132.69749244752418
215,302,2.1823782920837402,138.38114184670047
216,320,2.193915843963623,145.85791924537733
217,114,0.789658784866333,144.3661517921275
218,83,0.5805275440216064,142.97340557696407
219,344,2.358962297439575,145.82683257522964
220,967,6.978442430496216,138.56960340808308
221,384,2.6695592403411865,143.84397026938512
222,133,0.9186768531799316,144.77343098351764
223,91,0.6360809803009033,143.06354508030049
224,303,2.08699107170105,145.18509643313084
225,280,1.914677381515503,146.23873593700407
226,188,1.2945451736450195,145.22475061310757
227,553,4.026848554611206,137.3282338534314
228,210,1.494727373123169,140.4938477584805
229,162,1.133181095123291,142.96038002855516
230,87,0.6041243076324463,144.01009676460734
231,30,0.22850871086120605,131.2860235696735
232,251,1.7192449569702148,145.99432092697916
233,77,0.541370153427124,142.2317050774859
234,110,0.7590179443359375,144.92410992501456
235,192,1.3179194927215576,145.68416436690845
236,143,0.9845283031463623,145.24722097170758
237,244,1.6696498394012451,146.13842629871488
238,309,2.2263035774230957,138.79508757635904
239,186,1.400512933731079,132.80848432044183
240,152,1.07277250289917,141.68894112145836
241,107,0.7511246204376221,142.453059171006
242,217,1.4862205982208252,146.0079346631137
243,192,1.3128020763397217,146.25205387800972
244,972,6.872095823287964,141.44156673516017
245,363,2.6492161750793457,137.0216607518365
246,468,3.409437894821167,137.26602872305662
247,98,0.6800673007965088,144.1033848932604
248,979,6.903369665145874,141.8148016819715
249,976,7.020079135894775,139.02977175991614
250,519,3.5814366340637207,144.91391389245672
251,258,1.7574772834777832,146.80132848685065
252,329,2.3485114574432373,140.0887353379888
253,125,0.9135005474090576,136.83626173463702
254,294,2.0774471759796143,141.5198438734622
255,400,2.827634334564209,141.46100686022666
256,976,6.860112905502319,142.27171089519177
257,103,0.7612807750701904,135.29830697550895
258,99,0.735241174697876,134.6496951026728
259,270,1.9524879455566406,138.28510471188844
260,947,6.626240491867065,142.91663593591747
261,74,0.5213937759399414,141.92727917895965
262,263,1.98268723487854,132.64825403292187
263,320,2.2962396144866943,139.3582786313585
264,569,4.059428691864014,140.16750710276077
265,505,3.49981427192688,144.29337123708683
266,977,6.963367223739624,140.30568381762143
267,150,1.1114037036895752,134.96445936075116
268,418,2.90746808052063,143.76770042653408
269,637,4.583218097686768,138.985312595424
270,619,4.39943265914917,140.69996018980132
271,311,2.2820241451263428,136.28251947473663
272,368,2.5213677883148193,145.9525269203016
273,979,6.847550868988037,142.9708254426858
274,783,5.6757190227508545,137.95608923933358
275,285,1.9474709033966064,146.3436498604052
276,20,0.15855050086975098,126.14277400756983
277,653,4.536604404449463,143.94025614389986
278,31,0.23408794403076172,132.4288618465813
279,422,2.9853107929229736,141.35881630830534
280,603,4.332351446151733,139.18538407949856
281,497,3.4268901348114014,145.02945249143576
282,132,0.9197006225585938,143.52496536620572
283,38,0.2877335548400879,132.06662678295916
284,96,0.6707375049591064,143.1260355805703
285,266,1.821894645690918,146.00185616063695
286,977,7.047857046127319,138.62369704800486
287,320,2.1851935386657715,146.44011815785643
288,724,5.115049839019775,141.54309787502365
289,954,6.8709142208099365,138.84615195902467
290,103,0.7176580429077148,143.52239345451744
291,971,6.798015356063843,142.83580561992497
292,973,7.010356187820435,138.79465949111952
293,264,1.89182448387146,139.54782922554537
294,735,5.273030042648315,139.3885477714546
295,353,2.5720860958099365,137.24268428457958
296,127,0.9296116828918457,136.61618322709444
297,314,2.152045488357544,145.907696514188
298,295,2.016540765762329,146.29012465735042
299,385,2.6670329570770264,144.35517153186828
300,589,4.172829627990723,141.15122171513434
301,139,1.0134737491607666,137.15204771223978
302,248,1.8826611042022705,131.72843452623601
303,153,1.0541038513183594,145.14698889359346
304,442,3.1365647315979004,140.91850091511623
305,152,1.045262098312378,145.4180728885231
306,58,0.42252373695373535,137.2703943644964
307,72,0.5093543529510498,141.35542296409778
308,234,1.6139028072357178,144.99014373783368
309,71,0.5013077259063721,141.62957467218544
310,236,1.6356842517852783,144.28212519770625
311,138,1.0089614391326904,136.7743053873552
312,409,3.0701816082000732,133.21687515409897
313,919,6.45450758934021,142.3811169604561
314,265,1.8417341709136963,143.88612872862743
315,360,2.5458383560180664,141.4072496586446
316,150,1.0948231220245361,137.00843267049518
317,567,4.067600727081299,139.39421247150037
318,16,0.13255906105041504,120.70091529929334
319,218,1.494757890701294,145.8430166892922
320,973,6.879706621170044,141.43044952031983
321,285,2.1552000045776367,132.23830706879227
322,534,3.7536184787750244,142.26272675806635
323,84,0.5836985111236572,143.90990965232135
324,618,4.283237934112549,144.283369148869
325,922,6.685384273529053,137.91279039122435
326,351,2.404383659362793,145.9833577861786
327,376,2.5881166458129883,145.27938708183285
328,90,0.6967604160308838,129.169220767
329,189,1.3364083766937256,141.4238366775177
330,836,6.039197206497192,138.42899501619192
331,503,3.490034818649292,144.12463661169727
332,334,2.2972285747528076,145.39258464340665
333,959,6.881716251373291,139.35477211932783
334,215,1.5211682319641113,141.3387391888897
335,924,6.4972240924835205,142.21458069592413
336,142,0.9780135154724121,145.1922675438789
337,981,7.079721212387085,138.56477826889375
338,977,6.831061124801636,143.02316757974708
339,509,3.7308149337768555,136.4313183674106
340,300,2.168588399887085,138.3388383040417
341,365,2.510094165802002,145.41287134675227
342,743,5.1907958984375,143.1379723914117
343,977,7.0316972732543945,138.9422726880031
344,340,2.3748066425323486,143.16955069548095
345,281,1.915107250213623,146.7280748734336
346,158,1.099367618560791,143.71898656324046
347,117,0.8127021789550781,143.96417658241216
348,22,0.17178106307983398,128.06999564192742
349,18,0.1459670066833496,123.3155382780981
350,85,0.5944762229919434,142.98301044271028
351,28,0.21455597877502441,130.50207297816567
352,66,0.4709208011627197,140.15095497383788
353,176,1.2604584693908691,139.63173263856444
354,973,6.983506441116333,139.3282884757336
355,42,0.30918216705322266,135.84224601404685
356,77,0.5367772579193115,143.4487003016336
357,337,2.5101332664489746,134.25582000143993
358,591,4.176381587982178,141.51005782149858
359,247,1.8260180950164795,135.2670056633644
360,28,0.24753284454345703,113.11630200688096
361,716,5.029255628585815,142.3669928269948
362,356,2.4504988193511963,145.27654418305573
363,334,2.3502838611602783,142.11049376610717
364,40,0.29894185066223145,133.80528658463155
365,99,0.7359943389892578,134.51190417572622
366,158,1.154214859008789,136.88959102093563
367,427,3.0669641494750977,139.2256248163448
368,292,2.0096235275268555,145.30084665128797
369,375,2.77095103263855,135.3325972140757
370,149,1.026613712310791,145.13735615767092
371,323,2.4041659832000732,134.3501248487302
372,224,1.580399751663208,141.73629157070107
373,460,3.346773147583008,137.4458260883937
374,903,6.328327894210815,142.69172127222876
375,420,2.9209556579589844,143.78855730164514
376,308,2.2224338054656982,138.58680480945094
377,425,3.039005756378174,139.8483695228358
378,258,1.7675929069519043,145.96121029072455
379,25,0.19750118255615234,126.58152055819792
380,300,2.0550029277801514,145.98519347321078
381,116,0.8037009239196777,144.33229643965558
382,314,2.148719072341919,146.1335751340295
383,915,6.6095871925354,138.43527187800228
384,115,0.7948410511016846,144.6830153533275
385,923,6.490272045135498,142.21283693212746
386,370,2.5958709716796875,142.5340488940355
387,167,1.2408435344696045,134.5858646645435
388,411,2.952448844909668,139.2064762472031
389,293,2.001722812652588,146.37391258569428
390,227,1.5498785972595215,146.46308452892953
391,561,3.8932933807373047,144.0939444162204
392,641,4.837772369384766,132.4989997579233
393,153,1.131087064743042,135.26810160697772
394,966,6.7859203815460205,142.35357117171458
395,323,2.2230064868927,145.29872130579642
396,318,2.313471555709839,137.4557639211728
397,523,3.7591521739959717,139.12711584752154
398,808,5.641958713531494,143.2126750701168
399,403,2.9532103538513184,136.46166432893705
400,119,0.8802258968353271,135.19256866656644
401,403,2.9335577487945557,137.37585365946825
402,177,1.2221777439117432,144.8234521383836
403,336,2.301697015762329,145.97924822382228
404,369,2.5363519191741943,145.48454305983768
405,129,0.8933534622192383,144.39973141150938
406,901,6.563530921936035,137.27367338039954
407,619,4.350579023361206,142.27991186372427
408,74,0.5521211624145508,134.02855213225527
409,273,1.8704898357391357,145.95107376893193
410,205,1.5264787673950195,134.29600488308034
411,974,7.033311605453491,138.48384013652682
412,475,3.285254955291748,144.58542988722698
413,180,1.238762378692627,145.30631789929686
414,87,0.6091866493225098,142.81337271057183
415,292,1.9984047412872314,146.11654684721884
416,982,7.087241172790527,138.55885189431868
417,172,1.1774744987487793,146.07535040697059
418,161,1.1149201393127441,144.4049616856353
419,262,1.8024356365203857,145.35886590979348
420,819,5.93328857421875,138.03474915390234
421,279,2.02980899810791,137.45135638873919
422,143,0.9941339492797852,143.84379499724201
423,116,0.8302350044250488,139.71947627085643
424,303,2.0753519535064697,145.9993325411903
425,960,6.778448104858398,141.62533741490589
426,189,1.3793795108795166,137.01812917279761
427,43,0.3571922779083252,120.3833415767071
428,184,1.323049545288086,139.07264520463224
429,400,2.7466862201690674,145.6300312219059
430,680,4.710438251495361,144.36024074493054
431,503,3.563605785369873,141.1491703333265
432,418,3.1295392513275146,133.56598733270056
433,36,0.26689982414245605,134.88206714136024
434,249,1.6982085704803467,146.6250991358318
435,233,1.595139741897583,146.068707261235
436,27,0.2107071876525879,128.13990970501374
437,353,2.5132436752319336,140.45593886451283
438,939,6.783966302871704,138.41460262007996
439,469,3.2524523735046387,144.1988832244252
440,963,6.766845941543579,142.31150056008678
441,505,3.6986966133117676,136.534583069745
442,236,1.7416996955871582,135.49982272945175
443,84,0.5858886241912842,143.3719593309175
444,35,0.2622344493865967,133.46835277313843
445,190,1.2953789234161377,146.6752288194849
446,298,2.040318012237549,146.05566299598235
447,423,2.9469242095947266,143.53949064002998
448,393,2.791440486907959,140.78752595414306
449,27,0.23250699043273926,116.12554078373265
450,308,2.264559268951416,136.00880499039297
451,335,2.2985360622406006,145.7449397915662
452,273,1.8656139373779297,146.33252600143746
453,155,1.0671522617340088,145.2463772584256
454,178,1.267019271850586,140.4872080122478
455,493,3.419684886932373,144.1653299354858
456,956,6.901700735092163,138.51658260682814
457,976,6.848830699920654,142.5060777179537
458,112,0.8315269947052002,134.69195914644618
459,94,0.7057535648345947,133.19096733437044
460,265,1.945131540298462,136.23757288894626
461,883,6.230046510696411,141.7324892332619
462,183,1.2834396362304688,142.5855917442918
463,362,2.4994664192199707,144.83091159631277
464,329,2.4027597904205322,136.92588052774857
465,255,1.8478975296020508,137.9946647014106
466,317,2.1715481281280518,145.9788046573321
467,777,5.552809238433838,139.92917217864877
468,367,2.549295425415039,143.96134568838778
469,153,1.130810022354126,135.30124156618618
470,973,6.950336217880249,139.9932275933481
471,215,1.4830713272094727,144.96942665902736
472,363,2.5001182556152344,145.1931320387372
473,978,7.058563709259033,138.5550999160231
474,122,0.8417189121246338,144.94149797828874
475,537,3.721287727355957,144.30488565890826
476,369,2.5350427627563477,145.55967474047142
477,217,1.5246617794036865,142.32664774011144
478,121,0.8835265636444092,136.95117382876853
479,84,0.6278424263000488,133.79153188965284
480,376,2.7593328952789307,136.26481989299504
481,361,2.5935370922088623,139.19214846954193
482,37,0.278270959854126,132.96392846524833
483,20,0.16122221946716309,124.05237979045125
484,96,0.6715290546417236,142.9573290037588
485,120,0.8312971591949463,144.3527127125175
486,285,1.9678411483764648,144.82876335578945
487,36,0.2688255310058594,133.91585191071505
488,61,0.42865896224975586,142.30426836254662
489,267,1.847869634628296,144.49071243800583
490,897,6.5173704624176025,137.63219463624907
491,48,0.3497312068939209,137.24826110401744
492,290,1.9970989227294922,145.21063363433632
493,441,3.0532681941986084,144.43539576311255
494,127,0.912642240524292,139.1563904899267
495,181,1.2921011447906494,140.08191288254469
496,912,6.612598419189453,137.918552161495
497,119,0.8218896389007568,144.7882956149168
498,155,1.0658860206604004,145.4189256595797
499,256,1.806159496307373,141.73720566947858
